,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,characteristics_ch1,growth_protocol_ch1,molecule_ch1,label_ch1,taxid_ch1,scan_protocol,description,data_processing,platform_id,supplementary_file,data_row_count,characteristics_ch1.1,characteristics_ch1.2,supplementary_file.1,Genotype:ch1,Growth condition:ch1,Medium:ch1,characteristics_ch1.3,treatment_protocol_ch1,Time:ch1,description.1,contact_laboratory,genotype:ch1,growth condition:ch1,medium:ch1,time:ch1,growth medium:ch1,strain:ch1,treatment group:ch1,characteristics_ch1.4,genotype/variation:ch1,phase:ch1,treatment:ch1,host plant:ch1,infected with:ch1,time point:ch1,tissue:ch1,contact_web_link,Induction time:ch1
GSM210230,N50-97 aerobic PSY 4,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown aerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210230/suppl/GSM210230.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210230/suppl/GSM210230.CHP.gz,N50-97,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210231,N50-97 aerobic PSY 5,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown aerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210231/suppl/GSM210231.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210231/suppl/GSM210231.CHP.gz,N50-97,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210232,N50-97 aerobic PSY 6,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum rpoN12 mutant strain grown aerobically,Bradyrhizobium japonicum,Genotype: N50-97,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum rpoN12 mutant strain grown aerobically,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210232/suppl/GSM210232.CEL.gz,18968,Growth condition: aerobic,Medium: PSY,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210232/suppl/GSM210232.CHP.gz,N50-97,aerobic,PSY,,no treatment was applied,,,,,,,,,,,,,,,,,,,,
GSM210233,110spc4 nodules soybean 31 Days 1,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain in nodules soybean 31 days post infection,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain in nodules soybean 31 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210233/suppl/GSM210233.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210233/suppl/GSM210233.CHP.gz,110spc4,nodules,soybean,Time: 31 Days,no treatment was applied,31 Days,,,,,,,,,,,,,,,,,,,
GSM210234,110spc4 nodules soybean 31 Days 2,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain in nodules soybean 31 days post infection,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain in nodules soybean 31 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210234/suppl/GSM210234.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210234/suppl/GSM210234.CHP.gz,110spc4,nodules,soybean,Time: 31 Days,no treatment was applied,31 Days,,,,,,,,,,,,,,,,,,,
GSM210235,110spc4 nodules soybean 31 Days 3,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain in nodules soybean 31 days post infection,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain in nodules soybean 31 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210235/suppl/GSM210235.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210235/suppl/GSM210235.CHP.gz,110spc4,nodules,soybean,Time: 31 Days,no treatment was applied,31 Days,,,,,,,,,,,,,,,,,,,
GSM210236,110spc4 nodules soybean 10 Days 1,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain in nodules soybean 10 days post infection,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain in nodules soybean 10 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210236/suppl/GSM210236.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210236/suppl/GSM210236.CHP.gz,110spc4,nodules,soybean,Time: 10 Days,no treatment was applied,10 Days,,,,,,,,,,,,,,,,,,,
GSM210237,110spc4 nodules soybean 10 Days 2,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain in nodules soybean 10 days post infection,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain in nodules soybean 10 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210237/suppl/GSM210237.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210237/suppl/GSM210237.CHP.gz,110spc4,nodules,soybean,Time: 10 Days,no treatment was applied,10 Days,,,,,,,,,,,,,,,,,,,
GSM210238,110spc4 nodules soybean 13 Days 1,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain in nodules soybean 13 days post infection,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain in nodules soybean 13 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210238/suppl/GSM210238.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210238/suppl/GSM210238.CHP.gz,110spc4,nodules,soybean,Time: 13 Days,no treatment was applied,13 Days,,,,,,,,,,,,,,,,,,,
GSM210239,110spc4 nodules soybean 13 Days 2,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain in nodules soybean 13 days post infection,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain in nodules soybean 13 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210239/suppl/GSM210239.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210239/suppl/GSM210239.CHP.gz,110spc4,nodules,soybean,Time: 13 Days,no treatment was applied,13 Days,,,,,,,,,,,,,,,,,,,
GSM210240,110spc4 nodules soybean 13 Days 3,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain in nodules soybean 13 days post infection,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain in nodules soybean 13 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210240/suppl/GSM210240.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210240/suppl/GSM210240.CHP.gz,110spc4,nodules,soybean,Time: 13 Days,no treatment was applied,13 Days,,,,,,,,,,,,,,,,,,,
GSM210241,110spc4 nodules soybean 13 Days 4,Public on Jul 14 2007,Jul 13 2007,Aug 14 2011,RNA,1,B. japonicum wild-type strain in nodules soybean 13 days post infection,Bradyrhizobium japonicum,Genotype: 110spc4,cells were grown until OD600 0.4-0.5 in PSY medium or as soybean bacteroids,total RNA,biotin,375,standard Affymetrix procedures,Gene expression data from B. japonicum wild-type strain in nodules soybean 13 days post infection,"GeneChip Operating Software (GCOS) version 1.1 (Affymetrix), global scaling to a target intensity of 500",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210241/suppl/GSM210241.CEL.gz,18968,Growth condition: nodules,Medium: soybean,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM210nnn/GSM210241/suppl/GSM210241.CHP.gz,110spc4,nodules,soybean,Time: 13 Days,no treatment was applied,13 Days,,,,,,,,,,,,,,,,,,,
GSM212690,"Bradyrhizobium japonicum 110spc4, biological replicate 3",Public on Oct 15 2007,Jul 24 2007,Aug 14 2011,RNA,1,Bradyrhizobium japonicum grown with methanol for 8 hours,Bradyrhizobium japonicum,Genotype: wild type ,After addition of methanol cells were grown for 8 hours at 28 C.,total RNA,biotin,375,Standard Affymetrix protocol,Gene expression data of Bradyrhizobium japonicum grown with genistein for 8 hours.,"GeneChip Operating Software (GCOS) version 1.2 (Affymetrix), global scaling to a target intensity of 500.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM212nnn/GSM212690/suppl/GSM212690.CEL.gz,18968,Growth condition: AG medium supplemented with methanol,Induction time: 8 hours,,wild type,AG medium supplemented with methanol,,,Methanol (as solvent for genistein) was added at an OD600 of 0.4-0.6.,,,Institute of Genetics,,,,,,,,,,,,,,,,http://www.biologie.tu-dresden.de/genetik/molgen,8 hours
GSM212691,"Bradyrhizobium japonicum 110spc4, biological replicate 2",Public on Oct 15 2007,Jul 24 2007,Aug 14 2011,RNA,1,Bradyrhizobium japonicum grown with methanol for 8 hours,Bradyrhizobium japonicum,Genotype: wild type ,After addition of methanol cells were grown for 8 hours at 28 C.,total RNA,biotin,375,Standard Affymetrix protocol,Gene expression data of Bradyrhizobium japonicum grown with genistein for 8 hours.,"GeneChip Operating Software (GCOS) version 1.2 (Affymetrix), global scaling to a target intensity of 500.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM212nnn/GSM212691/suppl/GSM212691.CEL.gz,18968,Growth condition: AG medium supplemented with methanol ,Induction time: 8 hours,,wild type,AG medium supplemented with methanol,,,Methanol (as solvent for genistein) was added at an OD600 of 0.4-0.6.,,,Institute of Genetics,,,,,,,,,,,,,,,,http://www.biologie.tu-dresden.de/genetik/molgen,8 hours
GSM212692,"Bradyrhizobium japonicum 110spc4, biological replicate 1",Public on Oct 15 2007,Jul 24 2007,Aug 14 2011,RNA,1,Bradyrhizobium japonicum grown with methanol for 8 hours,Bradyrhizobium japonicum,Genotype: wild type ,After addition of methanol cells were grown for 8 hours at 28 C.,total RNA,biotin,375,Standard Affymetrix protocol,Gene expression data of Bradyrhizobium japonicum grown with genistein for 8 hours.,"GeneChip Operating Software (GCOS) version 1.2 (Affymetrix), global scaling to a target intensity of 500.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM212nnn/GSM212692/suppl/GSM212692.CEL.gz,18968,Growth condition: AG medium supplemented with methanol ,Induction time: 8 hours,,wild type,AG medium supplemented with methanol,,,Methanol (as solvent for genistein) was added at an OD600 of 0.4-0.6.,,,Institute of Genetics,,,,,,,,,,,,,,,,http://www.biologie.tu-dresden.de/genetik/molgen,8 hours
GSM212771,"Bradyrhizobium japonicum mutant strain 901, induced with genistein, biological replicate 3",Public on Oct 15 2007,Jul 24 2007,Aug 14 2011,RNA,1,Bradyrhizobium japonicum 901 grown with genistein for 8 hours,Bradyrhizobium japonicum,"Genotype: nodW mutant, nwsA mutant, nwsB overexpressed",After addition of methanol cells were grown for 8 hours at 28 C.,total RNA,biotin,375,Standard Affymetrix protocol,Gene expression data of Bradyrhizobium japonicum grown with genistein for 8 hours.,"GeneChip Operating Software (GCOS) version 1.2 (Affymetrix), global scaling to a target intensity of 500.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM212nnn/GSM212771/suppl/GSM212771.CEL.gz,18968,Growth condition: AG medium supplemented with genistein ,Induction time: 8 hours,,"nodW mutant, nwsA mutant, nwsB overexpressed",AG medium supplemented with genistein,,,Genistein  was added at an OD600 of 0.4-0.6.,,,Institute of Genetics,,,,,,,,,,,,,,,,http://www.biologie.tu-dresden.de/genetik/molgen,8 hours
GSM212772,"Bradyrhizobium japonicum mutant strain 901, induced with genistein, biological replicate 3",Public on Oct 15 2007,Jul 24 2007,Aug 14 2011,RNA,1,Bradyrhizobium japonicum 901 grown with genistein for 8 hours,Bradyrhizobium japonicum,"Genotype: nodW mutant, nwsA mutant, nwsB overexpressed ",After addition of methanol cells were grown for 8 hours at 28 C.,total RNA,biotin,375,Standard Affymetrix protocol,Gene expression data of Bradyrhizobium japonicum grown with genistein for 8 hours.,"GeneChip Operating Software (GCOS) version 1.2 (Affymetrix), global scaling to a target intensity of 500.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM212nnn/GSM212772/suppl/GSM212772.CEL.gz,18968,Growth condition: AG medium supplemented with genistein ,Induction time: 8 hours,,"nodW mutant, nwsA mutant, nwsB overexpressed",AG medium supplemented with genistein,,,Genistein  was added at an OD600 of 0.4-0.7.,,,Institute of Genetics,,,,,,,,,,,,,,,,http://www.biologie.tu-dresden.de/genetik/molgen,8 hours
GSM212773,"Bradyrhizobium japonicum mutant strain 901, induced with genistein, biological replicate 3",Public on Oct 15 2007,Jul 24 2007,Aug 14 2011,RNA,1,Bradyrhizobium japonicum 901 grown with genistein for 8 hours,Bradyrhizobium japonicum,"Genotype: nodW mutant, nwsA mutant, nwsB overexpressed ",After addition of methanol cells were grown for 8 hours at 28 C.,total RNA,biotin,375,Standard Affymetrix protocol,Gene expression data of Bradyrhizobium japonicum grown with genistein for 8 hours.,"GeneChip Operating Software (GCOS) version 1.2 (Affymetrix), global scaling to a target intensity of 500.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM212nnn/GSM212773/suppl/GSM212773.CEL.gz,18968,Growth condition: AG medium supplemented with genistein ,Induction time: 8 hours,,"nodW mutant, nwsA mutant, nwsB overexpressed",AG medium supplemented with genistein,,,Genistein  was added at an OD600 of 0.4-0.8.,,,Institute of Genetics,,,,,,,,,,,,,,,,http://www.biologie.tu-dresden.de/genetik/molgen,8 hours
GSM212687,"Bradyrhizobium japonicum 110spc4, induced with genistein, biological replicate 3",Public on Oct 15 2007,Jul 24 2007,Aug 14 2011,RNA,1,Bradyrhizobium japonicum grown with genistein for 8 hours,Bradyrhizobium japonicum,Genotype: wild type,After addition of methanol cells were grown for 8 hours at 28 C.,total RNA,biotin,375,Standard Affymetrix protocol,Gene expression data of Bradyrhizobium japonicum grown with genistein for 8 hours.,"GeneChip Operating Software (GCOS) version 1.2 (Affymetrix), global scaling to a target intensity of 500.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM212nnn/GSM212687/suppl/GSM212687.CEL.gz,18968,Growth condition: AG medium supplemented with genistein,Induction time: 8 hours,,wild type,AG medium supplemented with genistein,,,Genistein  was added at an OD600 of 0.4-0.9.,,,Institute of Genetics,,,,,,,,,,,,,,,,http://www.biologie.tu-dresden.de/genetik/molgen,8 hours
GSM212688,"Bradyrhizobium japonicum 110spc4, induced with genistein, biological replicate 2",Public on Oct 15 2007,Jul 24 2007,Aug 14 2011,RNA,1,Bradyrhizobium japonicum grown with genistein for 8 hours,Bradyrhizobium japonicum,Genotype: wild type ,After addition of methanol cells were grown for 8 hours at 28 C.,total RNA,biotin,375,Standard Affymetrix protocol,Gene expression data of Bradyrhizobium japonicum grown with genistein for 8 hours.,"GeneChip Operating Software (GCOS) version 1.2 (Affymetrix), global scaling to a target intensity of 500.",GPL3401,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM212nnn/GSM212688/suppl/GSM212688.CEL.gz,18968,Growth condition: AG medium supplemented with genistein ,Induction time: 8 hours,,wild type,AG medium supplemented with genistein,,,Genistein  was added at an OD600 of 0.4-0.10.,,,Institute of Genetics,,,,,,,,,,,,,,,,http://www.biologie.tu-dresden.de/genetik/molgen,8 hours
